Date,Close,High,Low,Open,Volume,Ticker,MA7,MA21,Daily_Return,Volatility,RSI,Lag_1,Lag_2,Lag_3
2019-02-01,81.3115005493164,83.65299987792969,81.10050201416016,81.94400024414062,230124000,AMZN,82.66185760498047,82.20899999709357,-0.05381880772938674,0.027201611285292752,48.56358345342602,85.9365005493164,83.52149963378906,79.69400024414062
2019-02-04,81.66549682617188,82.48149871826172,80.67500305175781,81.1500015258789,98582000,AMZN,82.50742885044643,82.52573794410343,0.004353581897566405,0.026422021281236142,51.66825566227914,81.3115005493164,85.9365005493164,83.52149963378906
2019-02-05,82.94049835205078,83.26300048828125,82.125,82.16699981689453,89062000,AMZN,82.42342812674386,82.72435687837147,0.015612487224473615,0.024439220758876484,48.252683211884445,81.66549682617188,81.3115005493164,85.9365005493164
2019-02-06,82.01300048828125,83.61299896240234,81.66699981689453,83.5374984741211,78798000,AMZN,82.4403566632952,82.7499520438058,-0.011182689786027766,0.023496504762135304,45.26976532670467,82.94049835205078,81.66549682617188,81.3115005493164
2019-02-07,80.71849822998047,81.2770004272461,79.64550018310547,81.25,92532000,AMZN,82.58671351841518,82.64945184616815,-0.015784110453143985,0.023454535585114022,41.72559737192859,82.01300048828125,82.94049835205078,81.66549682617188
2019-02-08,79.41100311279297,79.42949676513672,78.33799743652344,79.30000305175781,113150000,AMZN,81.99949972970145,82.47992815290179,-0.016198209157239574,0.02367686723618383,39.19423193149609,80.71849822998047,82.01300048828125,82.94049835205078
2019-02-11,79.55000305175781,80.4645004272461,79.30000305175781,80.04900360107422,66346000,AMZN,81.08714294433594,82.32464272635323,0.0017503863887402549,0.023689618854437045,45.30442219076495,79.41100311279297,80.71849822998047,82.01300048828125
2019-02-12,81.90049743652344,81.97000122070312,79.94400024414062,80.19999694824219,97172000,AMZN,81.17128535679409,82.31857118152436,0.029547382710171766,0.02455947064381548,49.78954656895246,79.55000305175781,79.41100311279297,80.71849822998047
2019-02-13,82.0,82.81900024414062,81.85549926757812,82.3499984741211,71206000,AMZN,81.21907152448382,82.37283325195312,0.001214920135908626,0.024335441772490075,48.39334922605887,81.90049743652344,79.55000305175781,79.41100311279297
2019-02-14,81.13249969482422,81.8949966430664,80.3030014038086,81.2249984741211,82410000,AMZN,80.96078600202289,82.24923815046039,-0.010579272014338836,0.023113978130026667,44.862108399142066,82.0,81.90049743652344,79.55000305175781
2019-02-15,80.39749908447266,81.44550323486328,80.2249984741211,81.39299774169922,86878000,AMZN,80.73000008719308,82.06869034540085,-0.009059262479477748,0.023119869412733012,46.66116021428199,81.13249969482422,82.0,81.90049743652344
2019-02-19,81.37899780273438,81.69999694824219,80.02799987792969,80.05000305175781,73634000,AMZN,80.82435716901507,81.9124043782552,0.012208075244112715,0.02327194019462328,53.97424020925692,80.39749908447266,81.13249969482422,82.0
2019-02-20,81.1050033569336,81.74649810791016,80.50599670410156,81.5,66752000,AMZN,81.0663572038923,81.73597608293805,-0.0033668938325457365,0.023261576966455734,43.15264985003215,81.37899780273438,80.39749908447266,81.13249969482422
2019-02-21,80.97200012207031,81.1780014038086,80.04550170898438,80.99250030517578,69668000,AMZN,81.26949964250836,81.70566667829242,-0.0016398893947140447,0.02176281103214565,33.84318498621708,81.1050033569336,81.37899780273438,80.39749908447266
2019-02-22,81.5780029296875,81.74700164794922,81.05850219726562,81.17500305175781,61924000,AMZN,81.22342899867466,81.6855239868164,0.0074841032295558385,0.021801058245735076,51.174589510708195,80.97200012207031,81.1050033569336,81.37899780273438
2019-02-25,81.6500015258789,82.7300033569336,81.51950073242188,82.07250213623047,63690000,AMZN,81.17342921665737,81.63330986386254,0.0008825736547322105,0.021702906501822446,49.92996469613782,81.5780029296875,80.97200012207031,81.1050033569336
2019-02-26,81.81999969482422,81.99949645996094,80.80650329589844,81.29900360107422,53316000,AMZN,81.27164350237165,81.5519525437128,0.00208203509820426,0.021594805497282536,44.37358828270817,81.6500015258789,81.5780029296875,80.97200012207031
2019-02-27,82.05449676513672,82.09049987792969,80.75499725341797,81.40899658203125,62976000,AMZN,81.50835745675224,81.55957140241351,0.0028660116253622636,0.021168885032192497,50.22395342229982,81.81999969482422,81.6500015258789,81.5780029296875
2019-02-28,81.99150085449219,82.5885009765625,81.69149780273438,81.76249694824219,60518000,AMZN,81.59585789271763,81.66897619338263,-0.0007677325817357916,0.02023927434670489,57.9235995095446,82.05449676513672,81.81999969482422,81.6500015258789
2019-03-01,83.58650207519531,83.71299743652344,82.55000305175781,82.75650024414062,99498000,AMZN,81.95035770961216,81.6720715477353,0.019453250691601864,0.01776801766519549,75.0916711520352,81.99150085449219,82.05449676513672,81.81999969482422
2019-03-04,84.80850219726562,85.47149658203125,83.71800231933594,84.25,123348000,AMZN,82.49842943464007,81.6183573404948,0.014619586796095208,0.016863270406685168,77.96036458223465,83.58650207519531,81.99150085449219,82.05449676513672
2019-03-05,84.62149810791016,85.38999938964844,84.45050048828125,85.14749908447266,73630000,AMZN,82.93321446010044,81.7759762718564,-0.0022050158240090045,0.011661219032985152,68.79144664533105,84.80850219726562,83.58650207519531,81.99150085449219
