Date,Close,High,Low,Open,Volume,Ticker,MA7,MA21,Daily_Return,Volatility,RSI,Lag_1,Lag_2,Lag_3
2019-02-01,55.43940353393555,56.22147020160237,55.22282575781473,55.621289087983165,33116000,GOOGL,54.36033139910017,53.725272950671965,-0.0064571265786724785,0.01959836614614445,62.55385910070247,55.79970932006836,54.41697311401367,53.03274917602539
2019-02-04,56.56938934326172,56.61498646067175,55.38439743543495,55.45873899985976,78408000,GOOGL,54.76687022617885,53.99891789754232,0.020382358706916515,0.018618487727201444,69.93482211242434,55.43940353393555,55.79970932006836,54.41697311401367
2019-02-05,57.0872917175293,57.13189816525388,55.68621744950641,55.98506590270298,82296000,GOOGL,55.12342235020229,54.17308752877371,0.009155169965243237,0.015404441519186947,66.26191029736819,56.56938934326172,55.43940353393555,55.79970932006836
2019-02-06,55.651023864746094,57.192851972408974,55.426513213462655,56.95843087890959,48256000,GOOGL,55.42807715279715,54.28393754504976,-0.025159152055941436,0.016584499529766136,57.354361185548676,57.0872917175293,56.56938934326172,55.43940353393555
2019-02-07,54.80949401855469,55.11081914301035,54.19890709628962,55.1023946988788,38298000,GOOGL,55.681897844587056,54.33241235642206,-0.015121551909568764,0.016924601459073117,51.44892520185417,55.651023864746094,57.0872917175293,56.56938934326172
2019-02-08,54.63454055786133,54.769346782323446,54.23112011299676,54.26283655557469,21766000,GOOGL,55.712978907993865,54.3813354855492,-0.003192028385340162,0.016921579504656656,48.92886252976127,54.80949401855469,55.651023864746094,57.0872917175293
2019-02-11,54.62165451049805,55.18218629544978,54.51658717707621,54.70243917881624,18498000,GOOGL,55.54468536376953,54.43630036853609,-0.00023585898648925685,0.016903925021259765,55.83601885076427,54.63454055786133,54.80949401855469,55.651023864746094
2019-02-12,55.88347244262695,56.14515201996512,55.06225170507033,55.06225170507033,35036000,GOOGL,55.608123779296875,54.5852415902274,0.02310105659443895,0.017210782392578575,59.770060881607485,54.62165451049805,54.63454055786133,54.80949401855469
2019-02-13,55.935508728027344,56.64026189800341,55.8051642728651,56.154071635364986,28042000,GOOGL,55.517569405691965,54.76724697294689,0.000931156979441683,0.0168715621879986,60.07132539763597,55.88347244262695,54.62165451049805,54.63454055786133
2019-02-14,55.96376037597656,56.30721530844446,55.36358296775746,55.75560701725937,21106000,GOOGL,55.35706492832729,54.86799639747257,0.0005050753732585012,0.015434292403603944,56.76587978498078,55.935508728027344,55.88347244262695,54.62165451049805
